<NUMBER OF ZONES> 1117
<NUMBER OF NODES> 7466
<FIRST THRU NODE> 1118
<NUMBER OF LINKS> 18710
<END OF METADATA>

~	Tail	Head	Capacity	Length	FFT	B	Power	Speed	Toll	Type	;
	1031	4601	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	4601	1031	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	947	5469	100000	14572.8	4.13999793	0.15	4	40.00002	0	1	;
	5469	947	100000	14572.8	4.13999793	0.15	4	40.00002	0	1	;
	1025	5472	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	5472	1025	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	1023	1200	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	1200	1023	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	1023	5494	100000	11563.2	3.284998358	0.15	4	40.00002	0	1	;
	5494	1023	100000	11563.2	3.284998358	0.15	4	40.00002	0	1	;
	1049	5498	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5498	1049	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	939	5506	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	5506	939	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	939	5504	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	5504	939	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	947	5508	100000	7920	2.249998875	0.15	4	40.00002	0	1	;
	5508	947	100000	7920	2.249998875	0.15	4	40.00002	0	1	;
	1024	5501	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	5501	1024	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	1024	5484	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5484	1024	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	869	5528	100000	12091.2	3.434998283	0.15	4	40.00002	0	1	;
	5528	869	100000	12091.2	3.434998283	0.15	4	40.00002	0	1	;
	868	4591	100000	12408	3.524998238	0.15	4	40.00002	0	1	;
	4591	868	100000	12408	3.524998238	0.15	4	40.00002	0	1	;
	876	5532	100000	15998.4	4.544997728	0.15	4	40.00002	0	1	;
	5532	876	100000	15998.4	4.544997728	0.15	4	40.00002	0	1	;
	869	4591	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	4591	869	100000	4118.4	1.169999415	0.15	4	40.00002	0	1	;
	869	5529	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	5529	869	100000	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	876	5530	100000	10876.8	3.089998455	0.15	4	40.00002	0	1	;
	5530	876	100000	10876.8	3.089998455	0.15	4	40.00002	0	1	;
	632	5545	100000	10612.8	3.014998493	0.15	4	40.00002	0	1	;
	5545	632	100000	10612.8	3.014998493	0.15	4	40.00002	0	1	;
	634	5552	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5552	634	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	1020	1198	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1198	1020	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1026	5555	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	5555	1026	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	1026	5482	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5482	1026	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	1027	5550	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5550	1027	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	1027	5561	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5561	1027	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	1028	5536	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	5536	1028	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	1028	5538	100000	5332.8	1.514999243	0.15	4	40.00002	0	1	;
	5538	1028	100000	5332.8	1.514999243	0.15	4	40.00002	0	1	;
	1028	5557	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	5557	1028	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	632	5552	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	5552	632	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	962	5551	100000	6072	1.724999138	0.15	4	40.00002	0	1	;
	5551	962	100000	6072	1.724999138	0.15	4	40.00002	0	1	;
	962	5549	100000	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	5549	962	100000	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	1029	5573	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	5573	1029	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	1029	5554	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	5554	1029	100000	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	1017	1223	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1223	1017	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1017	1195	100000	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	1195	1017	100000	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	1021	1223	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	1223	1021	100000	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	634	1200	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	1200	634	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	1020	5553	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	5553	1020	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	634	5541	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	5541	634	100000	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	881	5585	100000	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5585	881	100000	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	881	5577	100000	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	5577	881	100000	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	1023	5578	100000	8184	2.324998838	0.15	4	40.00002	0	1	;
	5578	1023	100000	8184	2.324998838	0.15	4	40.00002	0	1	;
	616	5596	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	5596	616	100000	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	616	1204	100000	9451.2	2.684998658	0.15	4	40.00002	0	1	;
	1204	616	100000	9451.2	2.684998658	0.15	4	40.00002	0	1	;
	615	5600	100000	6864	1.949999025	0.15	4	40.00002	0	1	;
	5600	615	100000	6864	1.949999025	0.15	4	40.00002	0	1	;
	615	5599	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	5599	615	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	621	5604	100000	13252.8	3.764998118	0.15	4	40.00002	0	1	;
	5604	621	100000	13252.8	3.764998118	0.15	4	40.00002	0	1	;
	626	5607	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	5607	626	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	619	5609	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5609	619	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	619	5611	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	5611	619	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	619	5612	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5612	619	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	621	5605	100000	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	5605	621	100000	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	627	5622	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	5622	627	100000	4224	1.1999994	0.15	4	40.00002	0	1	;
	626	5620	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5620	626	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	973	5626	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	5626	973	100000	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	648	5627	100000	7656	2.174998913	0.15	4	40.00002	0	1	;
	5627	648	100000	7656	2.174998913	0.15	4	40.00002	0	1	;
	994	5627	100000	7550.4	2.144998928	0.15	4	40.00002	0	1	;
	5627	994	100000	7550.4	2.144998928	0.15	4	40.00002	0	1	;
	988	5633	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	5633	988	100000	8712	2.474998763	0.15	4	40.00002	0	1	;
	1018	5635	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	5635	1018	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	643	5634	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	5634	643	100000	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	972	5637	100000	2376	0.674999663	0.15	4	40.00002	0	1	;
	5637	972	100000	2376	0.674999663	0.15	4	40.00002	0	1	;
	985	5638	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	5638	985	100000	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	572	1213	100000	10929.6	3.104998448	0.15	4	40.00002	0	1	;
	1213	572	100000	10929.6	3.104998448	0.15	4	40.00002	0	1	;
	982	5646	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5646	982	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	661	1188	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	1188	661	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	887	5653	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5653	887	100000	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	657	5652	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	5652	657	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	658	5668	100000	8976	2.549998725	0.15	4	40.00002	0	1	;
	5668	658	100000	8976	2.549998725	0.15	4	40.00002	0	1	;
	658	5670	100000	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	5670	658	100000	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	993	5661	100000	7180.8	2.03999898	0.15	4	40.00002	0	1	;
	5661	993	100000	7180.8	2.03999898	0.15	4	40.00002	0	1	;
	999	5680	100000	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	5680	999	100000	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	613	5678	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	5678	613	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	864	5679	100000	2745.6	0.77999961	0.15	4	40.00002	0	1	;
	5679	864	100000	2745.6	0.77999961	0.15	4	40.00002	0	1	;
	630	5683	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	5683	630	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	607	5678	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	5678	607	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	607	5687	100000	10454.4	2.969998515	0.15	4	40.00002	0	1	;
	5687	607	100000	10454.4	2.969998515	0.15	4	40.00002	0	1	;
	630	5688	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	5688	630	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	599	5686	100000	4488	1.274999363	0.15	4	40.00002	0	1	;
	5686	599	100000	4488	1.274999363	0.15	4	40.00002	0	1	;
	999	5689	100000	10032	2.849998575	0.15	4	40.00002	0	1	;
	5689	999	100000	10032	2.849998575	0.15	4	40.00002	0	1	;
	1001	5690	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	5690	1001	100000	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	1001	1186	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	1186	1001	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	1003	5692	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	5692	1003	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	999	5691	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5691	999	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	572	1210	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	1210	572	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	656	5641	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	5641	656	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	631	5693	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	5693	631	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	631	5694	100000	12883.2	3.65999817	0.15	4	40.00002	0	1	;
	5694	631	100000	12883.2	3.65999817	0.15	4	40.00002	0	1	;
	631	5680	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	5680	631	100000	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	631	5644	100000	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	5644	631	100000	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	981	5696	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	5696	981	100000	3168	0.89999955	0.15	4	40.00002	0	1	;
	982	5697	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	5697	982	100000	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1005	5703	100000	7972.8	2.264998868	0.15	4	40.00002	0	1	;
	5703	1005	100000	7972.8	2.264998868	0.15	4	40.00002	0	1	;
	646	5698	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	5698	646	100000	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	966	5705	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5705	966	100000	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	649	5704	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5704	649	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	649	5708	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	5708	649	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	661	5640	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	5640	661	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1005	5712	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	5712	1005	100000	10243.2	2.909998545	0.15	4	40.00002	0	1	;
	1005	5700	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	5700	1005	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	661	1190	100000	2217.6	0.629999685	0.15	4	40.00002	0	1	;
	1190	661	100000	2217.6	0.629999685	0.15	4	40.00002	0	1	;
	1004	5712	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	5712	1004	100000	5280	1.49999925	0.15	4	40.00002	0	1	;
	1005	5699	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	5699	1005	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	1016	5714	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	5714	1016	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	646	1219	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	1219	646	100000	5755.2	1.634999183	0.15	4	40.00002	0	1	;
	1016	1196	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	1196	1016	100000	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	966	5635	100000	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	5635	966	100000	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	966	5706	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	5706	966	100000	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	887	5763	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5763	887	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	963	5709	100000	5491.2	1.55999922	0.15	4	40.00002	0	1	;
	5709	963	100000	5491.2	1.55999922	0.15	4	40.00002	0	1	;
	883	5780	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	5780	883	100000	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	649	5709	100000	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	5709	649	100000	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	883	5781	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5781	883	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	883	5782	100000	4276.8	1.214999393	0.15	4	40.00002	0	1	;
	5782	883	100000	4276.8	1.214999393	0.15	4	40.00002	0	1	;
	963	5783	100000	1214.4	0.344999828	0.15	4	40.00002	0	1	;
	5783	963	100000	1214.4	0.344999828	0.15	4	40.00002	0	1	;
	984	5786	100000	8448	2.3999988	0.15	4	40.00002	0	1	;
	5786	984	100000	8448	2.3999988	0.15	4	40.00002	0	1	;
	978	5663	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	5663	978	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	979	5785	100000	6072	1.724999138	0.15	4	40.00002	0	1	;
	5785	979	100000	6072	1.724999138	0.15	4	40.00002	0	1	;
	657	5648	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5648	657	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	983	5648	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	5648	983	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	657	5668	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	5668	657	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	977	5788	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	5788	977	100000	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	976	5787	100000	8025.6	2.27999886	0.15	4	40.00002	0	1	;
	5787	976	100000	8025.6	2.27999886	0.15	4	40.00002	0	1	;
	984	5675	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	5675	984	100000	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	658	5674	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	5674	658	100000	6388.8	1.814999093	0.15	4	40.00002	0	1	;
	993	5796	100000	10032	2.849998575	0.15	4	40.00002	0	1	;
	5796	993	100000	10032	2.849998575	0.15	4	40.00002	0	1	;
	991	5798	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5798	991	100000	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	991	5797	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	5797	991	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	989	5795	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5795	989	100000	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	990	5628	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	5628	990	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	992	5796	100000	3273.6	0.929999535	0.15	4	40.00002	0	1	;
	5796	992	100000	3273.6	0.929999535	0.15	4	40.00002	0	1	;
	658	5807	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	5807	658	100000	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	992	5792	100000	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5792	992	100000	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	994	5672	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	5672	994	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	648	5636	100000	2534.4	0.71999964	0.15	4	40.00002	0	1	;
	5636	648	100000	2534.4	0.71999964	0.15	4	40.00002	0	1	;
	994	5802	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	5802	994	100000	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	991	5799	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	5799	991	100000	7233.6	2.054998973	0.15	4	40.00002	0	1	;
	991	5814	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	5814	991	100000	4963.2	1.409999295	0.15	4	40.00002	0	1	;
	989	5801	100000	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	5801	989	100000	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	988	5815	100000	10665.6	3.029998485	0.15	4	40.00002	0	1	;
	5815	988	100000	10665.6	3.029998485	0.15	4	40.00002	0	1	;
	990	5801	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	5801	990	100000	5808	1.649999175	0.15	4	40.00002	0	1	;
	882	5816	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	5816	882	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	633	5824	100000	10137.6	2.87999856	0.15	4	40.00002	0	1	;
	5824	633	100000	10137.6	2.87999856	0.15	4	40.00002	0	1	;
	1019	5830	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	5830	1019	100000	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	1018	5831	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	5831	1018	100000	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	1019	1197	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	1197	1019	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	968	1203	100000	3854.4	1.094999453	0.15	4	40.00002	0	1	;
	1203	968	100000	3854.4	1.094999453	0.15	4	40.00002	0	1	;
	968	1226	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	1226	968	100000	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	967	5832	100000	5966.4	1.694999153	0.15	4	40.00002	0	1	;
	5832	967	100000	5966.4	1.694999153	0.15	4	40.00002	0	1	;
	644	5833	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	5833	644	100000	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	645	5825	100000	2956.8	0.83999958	0.15	4	40.00002	0	1	;
	5825	645	100000	2956.8	0.83999958	0.15	4	40.00002	0	1	;
	638	5834	100000	3432	0.974999513	0.15	4	40.00002	0	1	;
	5834	638	100000	3432	0.974999513	0.15	4	40.00002	0	1	;
	644	5836	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	5836	644	100000	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	1035	5818	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	5818	1035	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	970	5829	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	5829	970	100000	8289.6	2.354998823	0.15	4	40.00002	0	1	;
	1032	5817	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	5817	1032	100000	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	1036	5838	100000	8025.6	2.27999886	0.15	4	40.00002	0	1	;
	5838	1036	100000	8025.6	2.27999886	0.15	4	40.00002	0	1	;
	1034	5841	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	5841	1034	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	1033	5839	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	5839	1033	100000	8342.4	2.369998815	0.15	4	40.00002	0	1	;
	886	5842	100000	11035.2	3.134998433	0.15	4	40.00002	0	1	;
	5842	886	100000	11035.2	3.134998433	0.15	4	40.00002	0	1	;
	974	5845	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	5845	974	100000	7392	2.09999895	0.15	4	40.00002	0	1	;
	890	5847	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	5847	890	100000	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	890	5843	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	5843	890	100000	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	986	5848	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5848	986	100000	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	975	5850	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	5850	975	100000	6336	1.7999991	0.15	4	40.00002	0	1	;
	985	5631	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	5631	985	100000	7761.6	2.204998898	0.15	4	40.00002	0	1	;
	986	5846	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	5846	986	100000	6230.4	1.769999115	0.15	4	40.00002	0	1	;
	447	6009	100000	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	6009	447	100000	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	1088	1089	100000	19324.8	5.489997255	0.15	4	40.00002	0	1	;
	1089	1088	100000	19324.8	5.489997255	0.15	4	40.00002	0	1	;
	1000	1187	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	1187	1000	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	1022	1203	100000	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	1203	1022	100000	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	632	5566	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	5566	632	100000	5544	1.574999213	0.15	4	40.00002	0	1	;
	621	6477	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	6477	621	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	4	6624	100000	23760	6.749996625	0.15	4	40.00002	0	1	;
	6624	4	100000	23760	6.749996625	0.15	4	40.00002	0	1	;
	607	6640	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	6640	607	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	595	6640	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	6640	595	100000	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	1074	6672	100000	5702.4	1.61999919	0.15	4	40.00002	0	1	;
	6672	1074	100000	5702.4	1.61999919	0.15	4	40.00002	0	1	;
	595	6672	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	6672	595	100000	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	618	6705	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	6705	618	100000	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	947	5499	100000	11774.4	3.344998328	0.15	4	40.00002	0	1	;
	5499	947	100000	11774.4	3.344998328	0.15	4	40.00002	0	1	;
	1009	6731	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	6731	1009	100000	3748.8	1.064999468	0.15	4	40.00002	0	1	;
	16	6966	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	6966	16	100000	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	764	6968	100000	16632	4.724997638	0.15	4	40.00002	0	1	;
	6968	764	100000	16632	4.724997638	0.15	4	40.00002	0	1	;
	550	2721	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	2721	550	100000	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	633	7016	100000	14784	4.1999979	0.15	4	40.00002	0	1	;
	7016	633	100000	14784	4.1999979	0.15	4	40.00002	0	1	;
	626	7026	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	7026	626	100000	4382.4	1.244999378	0.15	4	40.00002	0	1	;
	596	2721	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	2721	596	100000	4752	1.349999325	0.15	4	40.00002	0	1	;
	1038	7042	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	7042	1038	100000	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	856	7048	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	7048	856	100000	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	856	7047	100000	9662.4	2.744998628	0.15	4	40.00002	0	1	;
	7047	856	100000	9662.4	2.744998628	0.15	4	40.00002	0	1	;
